CFSAUID,PRUID_fire,PRNAME_fire,LANDAREA_fire,num_wildfires,total_area_burned,avg_area_burned,years_with_fires,fires_per_100km2,burned_percent,PRUID_wind,PRNAME_wind,LANDAREA_wind,num_wind_events,num_tornadoes,avg_max_wind,max_max_wind,avg_path_length_km,avg_path_width_m,wind_events_per_100km2
V1G,59,British Columbia / Colombie-Britannique,9955.2594,45,92156.5,2047.9222222222222,12,0.452022375228113,925.7066671713245,59,British Columbia / Colombie-Britannique,9955.2594,2,0,,,,,0.02008988334347169
V1J,59,British Columbia / Colombie-Britannique,181.1558,7,47.7,6.814285714285715,4,3.864077219719159,26.330926197229125,59,British Columbia / Colombie-Britannique,181.1558,1,1,130.0,130.0,3.08,80.0,0.5520110313884513
V1Z,59,British Columbia / Colombie-Britannique,818.1401,25,5122.8,204.912,9,3.055711362882714,626.1519267910228,59,British Columbia / Colombie-Britannique,818.1401,3,0,,,,,0.36668536354592574
V2J,59,British Columbia / Colombie-Britannique,21541.319,165,859506.3,5209.129090909091,19,0.7659698089982327,3990.035614810774,59,British Columbia / Colombie-Britannique,21541.319,4,2,128.75,145.0,5.21,315.0,0.018568965066623824
V2R,59,British Columbia / Colombie-Britannique,241.2295,3,3.2,1.0666666666666667,3,1.2436289923081547,1.326537591795365,59,British Columbia / Colombie-Britannique,241.2295,1,0,,,,,0.4145429974360516
V4S,59,British Columbia / Colombie-Britannique,169.696,3,6.9,2.3000000000000003,3,1.7678672449556854,4.066094663398077,59,British Columbia / Colombie-Britannique,169.696,1,1,115.0,115.0,0.3,60.0,0.5892890816518952
V4T,59,British Columbia / Colombie-Britannique,67.2407,9,635.3,70.58888888888889,6,13.384750604916366,944.8146732559296,59,British Columbia / Colombie-Britannique,67.2407,1,0,125.0,125.0,,,1.487194511657374
V7W,59,British Columbia / Colombie-Britannique,810.013,1,4.5,4.5,1,0.12345480874998302,0.5555466393749235,59,British Columbia / Colombie-Britannique,810.013,1,1,95.0,95.0,3.86,310.0,0.12345480874998302
V9J,59,British Columbia / Colombie-Britannique,187.5907,1,4.0,4.0,1,0.5330754669607821,2.1323018678431285,59,British Columbia / Colombie-Britannique,187.5907,1,0,,,,,0.5330754669607821
X0E,61,Northwest Territories / Territoires du Nord-Ouest,920802.8987,1893,6479341.476576458,3422.790003474093,21,0.2055814553443043,703.6621502521403,61,Northwest Territories / Territoires du Nord-Ouest,920802.8987,3,1,172.5,190.0,1.66,120.0,0.0003258026233665678
Y0A,60,Yukon,158266.8753,228,1046664.90531,4590.635549605263,17,0.14406046721262333,661.329102079012,60,Yukon,158266.8753,1,0,145.0,145.0,,,0.0006318441544413305
Y0B,60,Yukon,311462.8154,538,2917623.894484813,5423.092740678091,21,0.1727333002204667,936.7487064989822,60,Yukon,311462.8154,1,0,145.0,145.0,,,0.00032106561379268903
